Label,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
0,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,2,female,bachelor,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,3,female,bachelor,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,4,female,bachelor,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,5,male,master,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
7,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,6,male,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
0,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,7,male,master,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
6,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,8,female,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
5,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,9,male,bachelor,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
7,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,0,male,bachelor,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
9,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,1,male,master,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,2,female,master,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,3,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,4,female,master,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,5,female,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,6,female,bachelor,GA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
8,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,7,female,bachelor,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,8,male,bachelor,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
7,30,male,highschool,TX,React/REST APIs/Java/SOAP/C#/,9,male,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
4,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,0,male,master,CA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
7,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,1,male,bachelor,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,2,female,bachelor,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
2,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,3,male,bachelor,WA,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,4,female,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,5,male,master,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,6,male,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
7,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,7,male,bachelor,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
9,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,8,female,master,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
9,31,female,highschool,CA,SDN/RFP/Unix/TCP/RFP/,9,male,bachelor,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,0,female,bachelor,GA,Product Engineer,CAD/CAM
0,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,1,female,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
1,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,2,female,master,NJ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
5,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,3,male,bachelor,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,4,female,master,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,5,male,bachelor,UT,Product Engineer,CAD/CAM
7,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,6,female,master,WA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,7,male,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
0,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,8,female,master,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,32,male,bachelor,UT,SDN/RESTful APIs/Unix/Datastrcutes and Algorithms/C++/,9,male,master,NY,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
6,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,0,male,bachelor,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,1,male,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
1,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,2,male,master,TX,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,3,female,bachelor,TX,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,4,male,bachelor,WA,Product Engineer,CAD/CAM
2,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,5,female,master,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
7,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,6,male,master,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,7,female,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,8,male,master,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,33,male,bachelor,TX,Python/IaaS/RFI/NodeJS/Cloud/,9,female,bachelor,NY,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
1,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,0,female,master,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,1,male,bachelor,AZ,Product Engineer,CAD/CAM
7,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,2,female,bachelor,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
4,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,3,male,bachelor,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
2,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,4,male,bachelor,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
4,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,5,female,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,6,female,bachelor,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,7,female,master,NJ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
1,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,8,male,bachelor,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,34,female,highschool,TX,IP/Angular/Illustrator/UX/Linux/,9,male,bachelor,NY,Product Engineer,CAD/CAM
0,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,0,female,master,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,1,female,bachelor,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,2,male,master,NJ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
0,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,3,female,bachelor,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,4,male,bachelor,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,5,male,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
2,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,6,male,bachelor,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
8,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,7,male,master,GA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
7,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,8,male,master,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,35,male,bachelor,CA,SDN/Python/C++/CAD/NodeJS/,9,female,master,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
10,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,0,male,master,NY,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,1,female,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
6,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,2,female,master,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
10,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,3,female,master,CA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
7,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,4,male,bachelor,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,5,female,master,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,6,male,master,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,7,female,master,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,8,female,master,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,36,male,bachelor,TX,Perl/Illustrator/RFI/SQL/Angular/,9,male,bachelor,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,0,female,bachelor,NJ,Product Engineer,CAD/CAM
0,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,1,female,master,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
1,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,2,female,master,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
3,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,3,male,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,4,male,master,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
0,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,5,female,bachelor,GA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
2,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,6,male,bachelor,WA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
9,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,7,male,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,8,male,master,NY,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
4,37,male,bachelor,GA,CSS/CAM/RESTful APIs/Javascript/SOAP/,9,male,bachelor,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,0,female,master,GA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
6,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,1,female,bachelor,TX,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,2,female,master,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,3,female,bachelor,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,4,female,bachelor,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,5,male,bachelor,TX,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,6,female,bachelor,NY,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,7,male,bachelor,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
5,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,8,male,master,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,38,female,highschool,NY,Bootstrap/TCP/PaaS/Go/Photoshop/,9,male,master,NJ,Product Engineer,CAD/CAM
8,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,0,female,master,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
5,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,1,female,bachelor,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,2,male,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
4,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,3,male,bachelor,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,4,male,bachelor,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,5,male,bachelor,UT,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,6,female,master,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
6,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,7,female,bachelor,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,8,male,master,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
2,39,male,bachelor,CA,C++/Bootstrap/XML/CAM/Javascript/,9,female,bachelor,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,0,female,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,1,female,bachelor,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
4,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,2,male,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,3,male,bachelor,WA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
6,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,4,male,bachelor,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
3,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,5,female,master,WA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
0,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,6,female,bachelor,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,7,female,master,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,8,male,master,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
3,40,female,bachelor,TX,Datastrcutes and Algorithms/Javascript/Unix/Git/React/,9,female,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
3,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,0,female,bachelor,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
3,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,1,male,master,NY,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
8,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,2,female,master,WA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,3,female,master,NJ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
1,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,4,female,master,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,5,male,bachelor,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,6,female,master,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
4,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,7,female,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
2,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,8,female,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
2,41,male,bachelor,GA,NoSQL/Unix/NodeJS/HTML/Bootstrap/,9,male,bachelor,NJ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,0,female,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,1,female,bachelor,TX,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,2,female,master,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
6,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,3,female,bachelor,NJ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
9,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,4,male,master,TX,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
6,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,5,female,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
1,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,6,male,master,CA,Product Engineer,CAD/CAM
3,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,7,female,master,GA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,8,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
3,42,male,highschool,NY,IP/Datastrcutes and Algorithms/Wireframing/Angular/XML/,9,female,bachelor,UT,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,0,male,bachelor,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,1,male,master,GA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
3,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,2,male,bachelor,AZ,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
10,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,3,female,master,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,4,male,bachelor,WA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
10,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,5,male,bachelor,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
7,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,6,female,bachelor,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
5,43,male,highschool,NY,CAD/C#/React/Swift/Bootstrap/,7,female,bachelor,GA,Product Engineer,CAD/CAM
